"","artist","artist_genres","tracks.track.name","artist_id","tracks.track.id","tracks.track.popularity","danceability","energy","key","loudness","speechiness","acousticness","liveness","valence","tempo"
"17","Kizo","polish hip hop","Jetlag","2IHoZ3RrDJIikMRsYgHjhy","4Oy2KzRns9F72JlSCAkpMO",58,0.769,0.839,6,-7.333,0.149,0.356,0.132,0.452,125.06
"18","Harry Styles","pop","As It Was","6KImCVD70vtIoJWnq6nGn3","4Dvkj6JhhA12EX05fT7y2e",91,0.52,0.731,6,-5.338,0.0557,0.342,0.311,0.662,173.93
"19","sanah","polish pop","Szary œwiat","0TMvoNR0AIJV138mHY6jdE","0IeTXtlaZaJ31r0TfPu6Gc",66,0.698,0.545,1,-9.484,0.036,0.133,0.0835,0.27,120.961
"20","Kinny Zimmer","polish hip hop","Zegarek ze Szwajcarii","19zuiWthJYU6FCqnV4mJYC","1exAqJDmOQJiwenSklhP0Q",60,0.919,0.305,5,-10.412,0.227,0.103,0.145,0.294,114.028
"21","SB Maffija","polish hip hop","Lawenda","0AEQNlJAZeghMaFyIYfrQG","1kuw8HFbvgAg3tNqPj00Mb",63,0.638,0.543,9,-8.076,0.0515,0.656,0.118,0.587,74.956
"22","DR. VODKA","other","KOKAINA","3qb0oGqshqtUmp7AMfKoZi","4Xq0cVrd0JDXQ0p3mlKAr3",69,0.759,0.555,0,-6.163,0.38,0.0866,0.0896,0.781,150.053
"23","2115","polish hip hop","WIÊCEJ DYMU","3rnzk5HZE15IjAp0yiP41m","41UYfhZqeITq1gQJVstvG5",69,0.816,0.679,6,-6.513,0.303,0.0537,0.0498,0.68,165.906
"24","Malik Montana","polish hip hop","Jetlag (feat. The Plug)","1Kjs5u8GQf6zCFdTj6SI9E","2jG3STVcZ9fjYlhXPi7nJ1",71,0.823,0.514,7,-7.109,0.333,0.117,0.506,0.521,124.952
"25","Tromba","other","ŒMIECI WYWÓZ","200MtPeV3YvYrfwUj66Vh8","2MB3DbFviuZX3HJHBa8kFg",68,0.702,0.655,1,-6.722,0.345,0.534,0.122,0.63,140.982
"26","Reto","polish hip hop","BMW","6QfFTZJHFSe9Xyes6DkAli","0e9dWwZD9EemG1w92C3JLp",69,0.778,0.456,9,-10.165,0.192,0.0545,0.196,0.119,97.518
"27","Sentino","polish hip hop","Trójk¹t Bermudzki","6DAQjwwMGZ9QgqHhIkU7H0","3xyEgP4dQbnQtLoYDCKzEv",61,0.645,0.839,1,-4.575,0.168,0.323,0.214,0.632,128.072
"28","Kizo","polish hip hop","Lot","2IHoZ3RrDJIikMRsYgHjhy","00h3UmLzktuyywU2faS7os",69,0.741,0.906,11,-6.388,0.111,0.0451,0.111,0.709,134.927
"29","Mata","polish hip hop","Szafir","0MIG6gMcQTSvFbKvUwK0id","5sGv8YdAa3XjggnbpF9NC9",68,0.772,0.607,1,-8.016,0.105,0.375,0.164,0.814,139.963
"30","Sentino","polish hip hop","Lato","6DAQjwwMGZ9QgqHhIkU7H0","0oF40HEGBYbYQufEtB81BM",68,0.781,0.725,3,-8.457,0.0911,0.519,0.0703,0.641,145.019
"31","Smolasty","polish hip hop","Du¿e Oczy","5GwdnlZaSwKpHmjcAijATP","0O4OIQKow8DloWa7UzIgyd",69,0.788,0.718,2,-7.32,0.234,0.329,0.118,0.513,127.951
"32","Young Igi","polish hip hop","Robotniczy Trap","1yq2JzsqbzFbJ1B7wGOXLc","0Vm4VKVkSvKLyAHm6XWrfx",70,0.852,0.812,11,-5.949,0.295,0.0254,0.0604,0.504,164.017
"33","Otsochodzi","polish alternative rap","WWA Melan¿","4zvO09rVUIVTeALhs6xLoB","2bhyuZ4ZXmLFCTWt18U2v7",60,0.921,0.75,1,-6.643,0.213,0.261,0.25,0.332,110.034
"34","Kinny Zimmer","polish hip hop","200 osób w kawalerce","19zuiWthJYU6FCqnV4mJYC","0WwTcMK4Qj9vKHVV2Me1l8",66,0.916,0.37,1,-9.117,0.227,0.0584,0.0586,0.613,140.057
"35","Dawid, Artysta","polish viral rap","Pakuje Walize","5io96qFvFJevk6P5NSM2pq","7CRfTE9FGb9YdSvoGhl2IP",69,0.974,0.388,0,-10.714,0.141,0.246,0.127,0.911,119.972
"36","White 2115","polish hip hop","California","4nPxrGG7k7aEKmNLsfX4cd","2nFaT0t36H6UX3wN3Vxvjm",67,0.682,0.675,2,-8.29,0.0486,0.251,0.257,0.617,134.974
"37","sanah","polish pop","Eldorado","0TMvoNR0AIJV138mHY6jdE","3YqafSKCCazkxZUdO23iWf",63,0.536,0.744,6,-7.845,0.0292,0.0377,0.106,0.307,137.947
"38","Mata","polish hip hop","Kiss cam","0MIG6gMcQTSvFbKvUwK0id","6eIVuPSZ7D8Q1uaZc8cQnz",62,0.777,0.625,6,-8.711,0.213,0.296,0.296,0.581,88.512
"39","Glass Animals","gauze pop","Heat Waves","4yvcSjfu4PC0CYQyLy4wSq","02MWAaffLxlfxAUY7c5dvx",89,0.761,0.525,11,-6.9,0.0944,0.44,0.0921,0.531,80.87
"40","Dawid, Artysta","polish viral rap","KOCIMIÊTKA","5io96qFvFJevk6P5NSM2pq","0czMIykCNrza3OEmWvJEYO",64,0.633,0.393,6,-12.812,0.0991,0.81,0.601,0.642,150
"41","Young Igi","polish hip hop","Polski Karnawa³","1yq2JzsqbzFbJ1B7wGOXLc","6QzEN3q6NpVFdxktMj427g",61,0.852,0.764,6,-6.592,0.157,0.165,0.0559,0.826,130.022
"42","Kuki","other","Zgon przy porodzie","3eM69n1zBUNhr7nsDLm5AH","3vg8Z3aNXo8zUFxPmJJGIv",60,0.908,0.538,9,-11.498,0.259,0.295,0.0874,0.601,104.026
"43","SB Maffija","polish hip hop","Proste fakty","0AEQNlJAZeghMaFyIYfrQG","6IVFyySW33VfordEuGDPHk",69,0.718,0.71,9,-5.454,0.191,0.284,0.147,0.792,144.059
"44","SB Maffija","polish hip hop","Parapetówa","0AEQNlJAZeghMaFyIYfrQG","62CHTBeGAVo9b0ivzaNdc1",65,0.772,0.619,0,-7.019,0.186,0.306,0.0725,0.677,76.514
"45","Gibbs","polish hip hop","(Po)ci¹g dalszy nast¹pi","1T4HxOYolAEb5PadIVKdWZ","3UMqSWigx4NrVPIkpPDP2U",67,0.602,0.547,8,-11.414,0.477,0.706,0.0967,0.798,119.929
"46","Kizo","polish hip hop","Disney","2IHoZ3RrDJIikMRsYgHjhy","37xytNxwRuLRuZcJMFH8w7",60,0.802,0.725,11,-6.162,0.287,0.257,0.116,0.723,123.005
"47","Smolasty","polish hip hop","Bojê Siê Kochaæ","5GwdnlZaSwKpHmjcAijATP","00Nl9PlaLr0g4ujpWosQuH",66,0.722,0.568,0,-7.376,0.0585,0.411,0.198,0.479,99.985
"48","Mêskie Granie Orkiestra 2021","polish alternative","I Ciebie te¿, bardzo (feat. Daria Zawia³ow, Dawid Podsiad³o & Vito Bambino)","5xoXMR6Y8PORwObvyND9ZE","64F1Z2LAsf04V346A75hi1",66,0.503,0.743,10,-4.712,0.034,0.0671,0.0984,0.313,174.002
"49","Mata","polish hip hop","Szmata","0MIG6gMcQTSvFbKvUwK0id","1BwnO14BpmoRjGt2lla75r",63,0.801,0.531,9,-8.023,0.177,0.205,0.0902,0.376,83.939
"50","Kumi","other","Zapalimy blanta","0RprDFOPQg38NEJXqnwxUn","5Y60b8DmqpvAgB41hW7Nac",47,0.667,0.846,7,-2.189,0.0802,0.0373,0.373,0.891,145.992
"51","Kate Bush","art pop","Running Up That Hill (A Deal With God)","1aSxMhuvixZ8h9dK9jIDwL","75FEaRjZTKLhTrFGsfMUXR",84,0.629,0.547,10,-13.123,0.055,0.72,0.0604,0.197,108.375
"52","Harry Styles","pop","As It Was","6KImCVD70vtIoJWnq6nGn3","4Dvkj6JhhA12EX05fT7y2e",91,0.52,0.731,6,-5.338,0.0557,0.342,0.311,0.662,173.93
"53","Harry Styles","pop","Late Night Talking","6KImCVD70vtIoJWnq6nGn3","1qEmFfgcLObUfQm0j1W2CK",93,0.714,0.728,10,-4.595,0.0468,0.298,0.106,0.901,114.996
"54","Bad Bunny","latin","Me Porto Bonito","4q3ewBCX7sLwd24euuV69X","6Sq7ltF9Qa7SNFBsV5Cogx",96,0.911,0.712,1,-5.105,0.0817,0.0901,0.0933,0.425,92.005
"55","Jack Harlow","deep underground hip hop","First Class","2LIk90788K0zvyj2JJVwkJ","0wHFktze2PHC5jDt3B17DC",84,0.902,0.582,5,-5.902,0.109,0.111,0.111,0.332,107.005
"56","Bad Bunny","latin","Tití Me Preguntó","4q3ewBCX7sLwd24euuV69X","1IHWl5LamUGEuP4ozKQSXZ",94,0.65,0.715,5,-5.198,0.253,0.0993,0.126,0.187,106.672
"57","Lizzo","dance pop","About Damn Time","56oDRnqbIiwx4mymNEv7dS","1PckUlxKqWQs3RlWXVBLw3",93,0.836,0.743,10,-6.305,0.0656,0.0995,0.335,0.722,108.966
"58","Harry Styles","pop","Music For a Sushi Restaurant","6KImCVD70vtIoJWnq6nGn3","5LYMamLv12UPbemOaTPyeV",90,0.72,0.715,11,-4.652,0.04,0.258,0.107,0.357,107.041
"59","Harry Styles","pop","Matilda","6KImCVD70vtIoJWnq6nGn3","6uvh0In7u1Xn4HgxOfAn8O",90,0.507,0.294,2,-10,0.04,0.896,0.0966,0.386,114.199
"60","Bad Bunny","latin","Ojitos Lindos","4q3ewBCX7sLwd24euuV69X","3k3NWokhRRkEPhCzPmV8TW",96,0.647,0.686,3,-5.745,0.0413,0.08,0.528,0.268,79.928
"61","Future","atl hip hop","WAIT FOR U (feat. Drake & Tems)","1RyvyyTE3xzB2ZywiAwp0i","59nOXPmaKlBfGMDeOVGrIK",88,0.463,0.642,1,-4.474,0.34,0.314,0.0686,0.339,83.389
"62","Harry Styles","pop","Daylight","6KImCVD70vtIoJWnq6nGn3","51Zw1cKDgkad0CXv23HCMU",89,0.686,0.445,0,-7.189,0.0398,0.484,0.175,0.626,145.5
"63","Kanye West","chicago rap","True Love","5K4W6rqBFWDnAN6FQUkS6x","06JvOZ39sK8D8SqiqfaxDU",83,0.712,0.861,5,-5.487,0.25,0.0182,0.511,0.388,84.042
"64","Bad Bunny","latin","Moscow Mule","4q3ewBCX7sLwd24euuV69X","6Xom58OOXk2SoU711L2IXO",95,0.804,0.674,5,-5.453,0.0333,0.294,0.115,0.292,99.968
"65","Glass Animals","gauze pop","Heat Waves","4yvcSjfu4PC0CYQyLy4wSq","02MWAaffLxlfxAUY7c5dvx",89,0.761,0.525,11,-6.9,0.0944,0.44,0.0921,0.531,80.87
"66","Kendrick Lamar","conscious hip hop","N95","2YZyLoL8N0Wb9xBt1NhZWg","2FeBslNBMdR9V58uv6hd2t",90,0.79,0.67,1,-5.527,0.105,0.377,0.119,0.408,139.956
"67","Harry Styles","pop","Little Freak","6KImCVD70vtIoJWnq6nGn3","3i058E8uxTsYqJ5NWZzqSj",89,0.559,0.535,3,-7.723,0.039,0.719,0.0954,0.402,141.96
"68","Harry Styles","pop","Grapejuice","6KImCVD70vtIoJWnq6nGn3","4j6kId9QIqhoXvqHKgSKa0",89,0.645,0.721,5,-4.394,0.0336,0.357,0.204,0.88,182.928
"69","Bad Bunny","latin","Party","4q3ewBCX7sLwd24euuV69X","4tYFy8ALRjIZvnvSLw5lxN",94,0.829,0.799,9,-5.389,0.0897,0.0151,0.242,0.471,97.013
"70","Bad Bunny","latin","Después de la Playa","4q3ewBCX7sLwd24euuV69X","1dm6z1fWB0cErMszU25dy2",92,0.564,0.903,5,-3.221,0.307,0.356,0.175,0.607,78.293
"71","Harry Styles","pop","Satellite","6KImCVD70vtIoJWnq6nGn3","0rzaRSujxA0bKyjJl6vHYq",88,0.576,0.457,0,-6.473,0.0304,0.143,0.0917,0.301,138.984
"72","Post Malone","dfw rap","Cooped Up (with Roddy Ricch)","246dkjvS1zLTtiykXe5h60","7DwcBgdzqhFJltEaV1XF81",87,0.669,0.773,0,-5.619,0.153,0.038,0.113,0.377,93.923
"73","Bad Bunny","latin","Efecto","4q3ewBCX7sLwd24euuV69X","5Eax0qFko2dh7Rl2lYs3bx",91,0.801,0.475,7,-8.797,0.0516,0.141,0.0639,0.234,98.047
"74","Future","atl hip hop","PUFFIN ON ZOOTIEZ","1RyvyyTE3xzB2ZywiAwp0i","1qMMYpVatbRITKCfq1gasi",82,0.883,0.657,8,-5.748,0.305,0.0603,0.128,0.284,124.992
"75","Harry Styles","pop","Keep Driving","6KImCVD70vtIoJWnq6nGn3","2NcQic8JxdjAlAHuNbOIRE",88,0.721,0.479,9,-9.669,0.226,0.321,0.182,0.902,164.948
"76","Harry Styles","pop","Cinema","6KImCVD70vtIoJWnq6nGn3","35TyJIMR3xRouUuo2sjS6v",88,0.829,0.644,9,-7.696,0.0427,0.354,0.0944,0.896,105.993
"77","Harry Styles","pop","Daydreaming","6KImCVD70vtIoJWnq6nGn3","69w5X6uTrOaWM32IetSzvO",88,0.707,0.811,4,-5.298,0.0304,0.311,0.131,0.899,113.971
"78","Harry Styles","pop","Love Of My Life","6KImCVD70vtIoJWnq6nGn3","1mw0RgNXIpYRyyCdBQbLgA",88,0.555,0.536,7,-8.233,0.0452,0.669,0.0623,0.203,118.057
"79","Kendrick Lamar","conscious hip hop","Die Hard","2YZyLoL8N0Wb9xBt1NhZWg","6gI9b2VsoWhjhIuIeToDVs",88,0.775,0.736,1,-8.072,0.247,0.319,0.127,0.362,100.988
"80","Morgan Wallen","contemporary country","You Proof","4oUHIQIBe0LHzYfvXNW4QM","5uU1uuyaUIBOiiUSQG7Wl3",82,0.731,0.85,9,-4.913,0.0336,0.252,0.605,0.644,119.706
"81","Sleepy Hallow","brooklyn drill","Die Young (feat. 347aidan)","6EPlBSH2RSiettczlz7ihV","6EbVuwU7EnKeF2hdpViXCH",80,0.808,0.582,11,-6.26,0.338,0.827,0.111,0.675,77.471
"82","KAROL G","latin","PROVENZA","790FomKkXshlbRYZFtlgla","7dSZ6zGTQx66c2GF91xCrb",93,0.87,0.516,1,-8.006,0.0541,0.656,0.11,0.53,111.005
"83","J. Cole","conscious hip hop","No Role Modelz","6l3HvQ5sa6mXTsMTB19rO5","68Dni7IE4VyPkTOH9mRWHr",87,0.69,0.521,10,-8.492,0.339,0.324,0.0534,0.494,100.028
"84","Calvin Harris","dance pop","Potion (with Dua Lipa & Young Thug)","7CajNmpbOovFoOoasH2HaY","7fYRg3CEbk6rNCuzNzMT06",83,0.824,0.697,11,-4.869,0.0473,0.158,0.077,0.757,99.988
"85","Morgan Wallen","contemporary country","Wasted On You","4oUHIQIBe0LHzYfvXNW4QM","3cBsEDNhFI9E82vPj3kvi3",82,0.505,0.657,11,-5.24,0.0318,0.373,0.126,0.252,196
"86","The Kid LAROI","australian hip hop","STAY (with Justin Bieber)","2tIP7SsRs7vjIcLrU85W8J","5PjdY0CKGZdEuoNab3yDmX",87,0.591,0.764,1,-5.484,0.0483,0.0383,0.103,0.478,169.928
"87","Doja Cat","dance pop","Woman","5cj0lLjcoR7YOSnhnX0Po5","6Uj1ctrBOjOas8xZXGqKk4",91,0.824,0.764,5,-4.175,0.0854,0.0888,0.117,0.881,107.998
"88","Lil Nas X","lgbtq+ hip hop","INDUSTRY BABY (feat. Jack Harlow)","7jVv8c5Fj3E9VhNjxT4snq","5Z9KJZvQzH6PFmb8SNkxuk",84,0.741,0.691,10,-7.395,0.0672,0.0221,0.0476,0.892,150.087
"89","Bad Bunny","latin","Tarot","4q3ewBCX7sLwd24euuV69X","41oY4WCTj5kccfesTVFnvN",92,0.795,0.684,11,-3.971,0.0419,0.0225,0.658,0.419,114.011
"90","Olivia Rodrigo","pop","good 4 u","1McMsnEElThX1knmY4oliG","4ZtFanR9U6ndgddUvNcjcG",90,0.563,0.664,9,-5.044,0.154,0.335,0.0849,0.688,166.928
"91","Bad Bunny","latin","Un Ratito","4q3ewBCX7sLwd24euuV69X","5CzixCxDkRXX9mScCmah8O",91,0.787,0.546,0,-7.094,0.0532,0.305,0.122,0.222,93.05
"92","Justin Bieber","canadian pop","Ghost","1uNFoZAHBGtllmzznpCI3s","6I3mqTwhRpn34SLVafSH7G",89,0.601,0.741,2,-5.569,0.0478,0.185,0.415,0.441,153.96
"93","Harry Styles","pop","Boyfriends","6KImCVD70vtIoJWnq6nGn3","6qj02zSeEJGWZ4c0dn5QzJ",87,0.417,0.202,0,-10.976,0.0357,0.935,0.108,0.323,118.029
"94","Zach Bryan","oklahoma country","Something in the Orange","40ZNYROS4zLfyyBSs2PGe2","3WMj8moIAXJhHsyLaqIIHI",81,0.369,0.192,4,-12.151,0.04,0.555,0.0954,0.148,175.212
"95","Kendrick Lamar","conscious hip hop","Rich Spirit","2YZyLoL8N0Wb9xBt1NhZWg","6kYGOFNUMxpab09L5Ukoke",86,0.852,0.421,10,-9.153,0.208,0.428,0.106,0.457,95.977
"96","Stephen Sanchez","gen z singer-songwriter","Until I Found You","5XKFrudbV4IiuE5WuTPRmT","0T5iIrXA4p5GsubkhuBIKV",87,0.539,0.508,10,-6.05,0.0288,0.727,0.174,0.227,101.358
"97","Jack Harlow","deep underground hip hop","Dua Lipa","2LIk90788K0zvyj2JJVwkJ","0LnS7aOdOdI1dNKZqdOLz4",86,0.833,0.652,11,-6.942,0.0762,0.00161,0.106,0.405,158.022
"98","Bad Bunny","latin","Yo No Soy Celoso","4q3ewBCX7sLwd24euuV69X","5kVZxyMY1gfdCLiChsfjn1",90,0.872,0.588,0,-6.276,0.0492,0.275,0.17,0.93,142.004
"99","Imagine Dragons","modern rock","Enemy (with JID) - from the series Arcane League of Legends","53XhwfbYqKCa1cC15pYq2q","1HhNoOuqm1a5MXYEgAFl8o",83,0.728,0.783,11,-4.424,0.266,0.237,0.434,0.555,77.011
"100","Kendrick Lamar","conscious hip hop","Silent Hill","2YZyLoL8N0Wb9xBt1NhZWg","3tYTyAt1q6BFBiGyYVOLhi",85,0.907,0.577,1,-6.737,0.0767,0.438,0.137,0.801,140.07
"101","Jovem Dionisio","indie curitibano","ACORDA PEDRINHO","4m5LghDfOKFZNEBZ0GO1OQ","6hFwju6M40CKovKBPu5IpY",73,0.876,0.359,11,-11.169,0.341,0.187,0.666,0.876,124.016
"102","Matheus Fernandes","arrocha","Balanço da Rede","37mqXU98U5GmH5ZDtlHM1c","2qmG7dokbGpDGD0T5wORWt",84,0.764,0.796,6,-4.611,0.033,0.193,0.0853,0.924,140.072
"103","Felipe Amorim","arrocha","No Ouvidinho","3CIIaeZuFYrAD6PRVyuO4U","4QWumyD2uwiePBBha9XBHI",84,0.885,0.834,3,-3.374,0.0394,0.403,0.0865,0.84,124.018
"104","Matue","r&b brasileiro","Vampiro","5nP8x4uEFjAAmDzwOEc9b8","6bTdZ7xfKp3NqqADJ8HLyj",84,0.782,0.643,8,-4.956,0.0438,0.0136,0.0654,0.627,114.994
"105","Davi Kneip","funk bh","sentaDONA (Remix) s2","6rygauyIMQJrXRC4e5rQJP","3sd2p4kE7xQmFH3lPnFl6h",83,0.925,0.454,3,-3.533,0.273,0.252,0.128,0.771,135.02
"106","Luan Santana","arrocha","ERRO PLANEJADO - Ao Vivo","3qvcCP2J0fWi0m0uQDUf6r","0sjhY8nPIm6cPOQfyUPmJe",81,0.534,0.85,0,-4.142,0.0861,0.255,0.632,0.341,143.958
"107","Joao Gomes","arrocha","Dengo","4JNo6Q5KdcRf1vtSX9mB0S","6Ulh9GPYz6JKdv04qc3q2U",80,0.646,0.918,9,-4.112,0.0346,0.382,0.251,0.87,143.943
"108","Gusttavo Lima","arrocha","Termina Comigo Antes","7MiDcPa6UiV3In7lIM71IN","1K8AtBJXcdq5mywMnZuARP",83,0.541,0.713,0,-4.313,0.0368,0.586,0.661,0.285,110.414
"109","MC Rogerinho","arrocha","Tchuco Nela","5JbQpbeFaKfuZVFzKwaawP","3ShKPhFkexrwl7WoyTtNND",81,0.802,0.727,9,-4.968,0.0307,0.413,0.0713,0.837,125.038
"110","Mc Don Juan","arrocha","EU VOU COM CARINHO ELA QUER COM FORÇA","7Lmrb6KcIzfkmgbtokjsAL","7qD2vjd3btuOgwpQPEY7ci",75,0.82,0.28,5,-11.742,0.0485,0.353,0.116,0.209,129.854
"111","Hugo & Guilherme","arrocha","Mal Feito - Ao Vivo","1LIuN7ov1IBQDdLsU83ojl","6Zw25LRLP0j0MsezDFIUM4",72,0.732,0.831,0,-3.791,0.0691,0.554,0.903,0.684,123.942
"112","Jorge & Mateus","arrocha","Todo Seu - Ao Vivo","1elUiq4X7pxej6FRlrEzjM","546dFmvwFGBY7MJOkV5ctq",79,0.632,0.817,7,-5.028,0.122,0.3,0.573,0.68,151.993
"113","Kate Bush","art pop","Running Up That Hill (A Deal With God)","1aSxMhuvixZ8h9dK9jIDwL","75FEaRjZTKLhTrFGsfMUXR",84,0.629,0.547,10,-13.123,0.055,0.72,0.0604,0.197,108.375
"114","PEDRO SAMPAIO","funk carioca","DANÇARINA","5wbf52LA6kcaboHSN6NEF1","5zNxUkUW9WiV5oyg6gh2wB",84,0.778,0.571,9,-4.776,0.0788,0.0423,0.0964,0.554,134.999
"115","Jorge & Mateus","arrocha","Molhando o Volante","1elUiq4X7pxej6FRlrEzjM","3ITkrUvAA6gzxer2UIom3P",82,0.772,0.647,10,-5.404,0.0758,0.707,0.113,0.801,130.183
"116","Teto","trap baiano","Fim de Semana no Rio","68YeXpLt3jB7JHQS5ZjMGo","7afaZ37wJJL6880z1NRgJS",82,0.867,0.494,1,-6.514,0.084,0.118,0.101,0.29,118.868
"117","MC Braz","funk bh","Kikando e Me Olhando","7htxZTR76qcXYJylEmkLiJ","4a0sqvCBo7aRIS4GzBQpnp",80,0.742,0.439,3,-5.141,0.28,0.637,0.0876,0.842,85.974
"118","Luan Santana","arrocha","ABALO EMOCIONAL - Ao Vivo","3qvcCP2J0fWi0m0uQDUf6r","53RxHysDJ0cjugMcPymwja",82,0.441,0.915,3,-4.096,0.112,0.306,0.252,0.726,185.936
"119","Hugo & Guilherme","arrocha","Meu Número - Ao Vivo","1LIuN7ov1IBQDdLsU83ojl","3XF598RmEUF3XW4XKo1lyP",78,0.427,0.834,10,-4.169,0.0978,0.434,0.939,0.32,179.089
"120","Harry Styles","pop","As It Was","6KImCVD70vtIoJWnq6nGn3","4Dvkj6JhhA12EX05fT7y2e",91,0.52,0.731,6,-5.338,0.0557,0.342,0.311,0.662,173.93
"121","Xama","brazilian hip hop","Malvadao 3","5YwzDz4RJfTiMHS4tdR5Lf","0NBgyml7T0IvUNbXIkcSpH",82,0.821,0.609,6,-6.541,0.268,0.378,0.136,0.516,133.133
"122","Mc Pepeu","funk bh","Gostosinho Tu Cai","3THyxXDkvAVvmfZKP3Fq7G","75fCsUnTiDelE4HMd06t4O",79,0.739,0.414,10,-8.146,0.0481,0.902,0.133,0.505,130.039
"123","Henrique & Juliano","arrocha","A Maior Saudade - Ao Vivo","3p7PcrEHaaKLJnPUGOtRlT","14JKzKrJbPDflw8XyATMey",71,0.292,0.626,11,-4.78,0.0533,0.571,0.87,0.305,162.824
"124","Zé Neto & Cristiano","arrocha","Melhor Ser uma Saudade","487N2T9nIPEHrlTZLL3SQs","6Lk3kU7JcQ5dZ7jbmhJzQN",81,0.687,0.589,3,-4.244,0.0377,0.691,0.0882,0.594,109.482
"125","Mc Delux","funk carioca","EU BEM QUE TE AVISEI - TU EMPINOU ELE PEI","3l4fsEzoeabsET7ddv0lZW","0E0OENqh3jaZ4VpDFTOLGj",72,0.955,0.659,0,-3.531,0.382,0.411,0.148,0.495,129.962
"126","George Henrique & Rodrigo","arrocha","Vai Lá Em Casa Hoje","3FlCKtwOEYQQYyGVEbxG2Z","2wSCalnGOnXdAJC0Fn8OUY",81,0.456,0.84,8,-3.637,0.283,0.519,0.96,0.589,157.612
"127","Mc Gabzin","funk mtg","Simplesmente Ela","5RmXJq0g7MNmgtxXLGbd6K","4NJKCE1TBC653P3dCnto0u",80,0.572,0.616,4,-2.609,0.083,0.227,0.0728,0.545,83.04
"128","Matheus & Kauan","arrocha","Gatilho - Ao Vivo","2Z0lRIqr997lIUiPtrpKCr","42nZBOwXNdO24Ml032bLBS",79,0.48,0.93,2,-4.441,0.143,0.0302,0.689,0.641,160.063
